family,seed,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,surplus_naive_norm,welfare_naive_norm,surplus_strategic_norm,welfare_strategic_norm,generalization_gap,mono_violation_rate,comb_violation_rate,comb_mean_gain,comb_max_gain,served_naive,served_strategic,plans_verified,plans_failed
answer_cells,0,uniform,0.5644085416859025,0.5243058295134831,0.5243058295134831,0.7134571104188197,1.2377629399323027,0.7134571104188197,1.2377629399323027,0.07105263157894726,0.0,0.0,0.0,0.0,0.44125,0.44125,0,0
answer_cells,0,size_proportional,0.24389974591909733,0.2858488015797904,0.2858488015797904,1.3119574693383522,1.5978062709181429,1.3119574693383522,1.5978062709181429,-0.17199302730970367,0.0,0.0,9.883973097076962e-19,1.818651049862161e-16,0.995,0.995,0,0
answer_cells,0,compute_metered,0.5347426805462994,0.5201945398710314,0.5194911900460302,0.7513047064544447,1.2714992463254762,0.752008056279446,1.2714992463254762,0.027205871542562043,0.15009560229445507,0.01358695652173913,0.0013730186735621023,0.18112194487434624,0.59625,0.59625,5,0
answer_cells,0,qirana_weighted_coverage,0.18135597144552612,0.23112831340726447,0.23112831340726447,1.3413236311682757,1.5724519445755403,1.3413236311682757,1.5724519445755403,-0.2744455645161288,0.0,0.0,4.818810442026913e-18,2.1930331350620372e-16,0.97,0.97,0,0
answer_cells,0,qirana_uniform_gain,0.18135597144552612,0.23112831340726447,0.23112831340726447,1.3413236311682757,1.5724519445755403,1.3413236311682757,1.5724519445755403,-0.2744455645161288,0.0,0.0,4.818810442026913e-18,2.1930331350620372e-16,0.97,0.97,0,0
answer_cells,0,qirana_shannon,0.20543201615943382,0.255236583015683,0.255236583015683,1.3126550152231042,1.567891598238787,1.3126550152231042,1.567891598238787,-0.24243819336123518,0.0,0.0,0.0,0.0,0.96125,0.96125,0,0
answer_cells,0,querymarket_viewcover,0.1839542355383923,0.23552806642900617,0.23552806642900614,1.3371508222268338,1.5726788886558398,1.3371508222268338,1.5726788886558398,-0.28036229086907927,0.0,0.0,5.515846194984613e-18,1.9701279530689096e-16,0.97,0.97,0,0
answer_cells,0,monopoly_per_asset,1.0,0.5337043814091119,0.5529085333336661,0.6201790108877523,1.153883392296864,0.6697454654492846,1.2226539987829506,0.4662956185908881,0.20076481835564053,0.14673913043478262,0.05940432125654389,0.8620284126211376,0.45375,0.4825,8,0
answer_cells,0,monotone_constrained,0.9203615676554474,0.5578848036317645,0.5768297563275012,0.4176841243651316,0.9755689279968961,0.4211592944405475,0.9979890507680488,0.3938416995692958,0.0,0.024456521739130436,0.007768560416161935,0.6298996470023296,0.385,0.3875,8,0
answer_cells,0,chawla_ubp,0.5662406447321411,0.5245176498571412,0.5245176498571412,0.7117577137946098,1.236275363651751,0.7117577137946098,1.236275363651751,0.0736842105263158,0.0,0.0,0.0,0.0,0.44,0.44,0,0
answer_cells,0,chawla_uip,0.3557156001910682,0.43035756219837434,0.43035756219837434,0.8640382944210538,1.294395856619428,0.8640382944210538,1.294395856619428,-0.20983606557377077,0.0,0.0,0.0,0.0,0.77375,0.77375,0,0
answer_cells,0,chawla_lpip,0.18981149390243363,0.04235644640487832,0.04235644640487832,1.5725309269855712,1.6148873733904496,1.5725309269855712,1.6148873733904496,0.7768499391999397,0.0,0.0,0.0,0.0,0.97625,0.97625,0,0
answer_cells,0,chawla_cip,0.3501825658629472,0.24412981819620191,0.24412981819620191,1.0431627079238834,1.2872925261200856,1.0431627079238834,1.2872925261200856,0.302849878906455,0.0,0.0,3.7670183327322306e-19,1.3862627464454608e-16,0.785,0.785,0,0
answer_cells,0,chawla_layering,0.33319312808273854,0.18139282442818372,0.18139282442818372,0.9145969287393679,1.0959897531675515,0.9145969287393679,1.0959897531675515,0.4555925403625364,0.0,0.0,5.171610466806532e-19,1.903152651784804e-16,0.7125,0.7125,0,0
answer_cells,0,chawla_xos,0.34980935997283547,0.24857311564799295,0.24857311564799295,1.0301078913131039,1.278681006961097,1.0301078913131039,1.278681006961097,0.28940404662900976,0.0,0.0,3.7670183327322306e-19,1.3862627464454608e-16,0.7775,0.7775,0,0
answer_cells,1,uniform,0.4965462197475762,0.5460882462076517,0.5460882462076517,0.8137531240103236,1.3598413702179752,0.8137531240103236,1.3598413702179752,-0.09977324263038545,0.0,0.0,0.0,0.0,0.60625,0.60625,0,0
answer_cells,1,size_proportional,0.2883731635459867,0.2553121998465226,0.2553121998465226,1.3237939431642243,1.579106143010747,1.3237939431642243,1.579106143010747,0.11464646464646466,0.0,0.0,9.883973097076962e-19,1.818651049862161e-16,0.995,0.995,0,0
answer_cells,1,compute_metered,0.40886021257074995,0.4849919649838497,0.48418086422034795,0.7572609067506203,1.24225287173447,0.7580720075141218,1.2422528717344699,-0.1862048447669038,0.15009560229445507,0.01358695652173913,0.0013730186735621027,0.18112194487434619,0.5675,0.5675,5,0
answer_cells,1,qirana_weighted_coverage,0.2672585678969567,0.3019223329422913,0.3019223329422913,1.2568361133257846,1.558758446268076,1.2568361133257846,1.558758446268076,-0.12970123022847102,0.0,0.0,4.818810442026913e-18,2.1930331350620372e-16,0.97,0.97,0,0
