family,seed,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,generalization_gap,leakage,mono_violation_rate,sep_violation_rate,sep_mean_gain,sep_max_gain,served_naive,served_strategic,plans_verified,plans_failed,multi_source
rows_x_log_support,3,size_proportional,0.512357750022988,0.6527392366596636,0.6527392366596636,-0.2739911451136967,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0,0,0
rows_x_log_support,3,support_set,0.03548227552434309,0.03230979806882193,0.03170108135119242,0.0894102029432875,0.018840003776343716,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,0.79,0.80875,23,0,1
rows_x_log_support,3,compute_metered,0.18596460690781538,0.5372231215980086,0.5363333950452553,-1.8888460580260613,0.0016561583390279375,0.407914020517831,0.36036036036036034,0.1371295256054191,0.9894593958476788,0.84125,0.895,80,0,1
rows_x_log_support,3,monopoly_per_asset,1.0,0.3122848145262244,0.311278399017547,0.6877151854737755,0.0032227487916896575,0.2066438690766976,0.3333333333333333,0.2082203768328137,0.9565090519607568,0.41,0.625,74,0,1
rows_x_log_support,3,monotone_constrained,0.9370503925145497,0.27940758782018216,0.27940758782018216,0.7018222391749932,0.0,0.0,0.0,0.0,0.0,0.32875,0.32875,0,0,0
rows_x_log_support,4,uniform,0.6340975902254268,0.3233897710149677,0.3233897710149677,0.49,0.0,0.0,0.0,0.0,0.0,0.06375,0.06375,0,0,0
rows_x_log_support,4,size_proportional,0.6156126847827915,0.34598514378446465,0.34598514378446465,0.43798243223896594,0.0,0.0,0.0,0.0,0.0,0.9725,0.9725,0,0,0
rows_x_log_support,4,support_set,0.016803324785280137,0.016605221945497795,0.01643712526493535,0.011789502512972061,0.010123121576705104,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,0.81625,0.85625,23,0,1
rows_x_log_support,4,compute_metered,0.3004209545742941,0.2863222943440172,0.28530201337315897,0.0469296832181868,0.003563400374377747,0.407914020517831,0.36036036036036034,0.13712952560541913,0.989459395847679,0.83125,0.89,80,0,1
rows_x_log_support,4,monopoly_per_asset,1.0,0.2879365777670679,0.277752907103428,0.7120634222329321,0.03536775613092872,0.22227650219833903,0.35585585585585583,0.23176522694895174,0.961583148611705,0.41875,0.75375,79,0,0
rows_x_log_support,4,monotone_constrained,0.9747378454049273,0.27882307577271176,0.27882307577271176,0.7139507026559715,0.0,0.0,0.0,0.0,0.0,0.24875,0.24875,0,0,0
flat,0,uniform,0.6895372174983648,0.7071050446957754,0.7071050446957754,-0.02547770700636942,0.0,0.0,0.0,0.0,0.0,0.805,0.805,0,0,0
flat,0,size_proportional,0.07963133537993339,0.13523259685140482,0.13523259685140482,-0.6982334429805706,0.0,0.0,0.0,0.0,0.0,0.96125,0.96125,0,0,0
flat,0,support_set,0.0041530388425182925,0.0041151314039151845,0.0038627182491697797,0.009127638830394913,0.06133781159582303,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,1.0,1.0,23,0,1
flat,0,compute_metered,0.035821243329462744,0.048516731529960395,0.04798029244308024,-0.3544122710574842,0.01105678535968343,0.407914020517831,0.36036036036036034,0.1371295256054191,0.9894593958476788,0.9975,0.9975,80,0,1
flat,0,monopoly_per_asset,1.0,0.6298051066651447,0.6239549055759791,0.37019489333485533,0.009288907040056898,0.4211040547142159,0.35585585585585583,0.18251680298491882,0.8905246394183418,0.47,0.605,79,0,1
flat,0,monotone_constrained,0.6351403983091717,0.35296900158403827,0.35296900158403827,0.4442661771732852,0.0,0.0,0.0,0.0,0.0,0.1975,0.1975,0,0,0
flat,1,uniform,0.6876913237640637,0.6898270111049459,0.6898270111049459,-0.0031055900621117516,0.0,0.0,0.0,0.0,0.0,0.8075,0.8075,0,0,0
flat,1,size_proportional,0.043892127366892957,0.02431357110642181,0.02431357110642181,0.44606077296765745,0.0,0.0,0.0,0.0,0.0,0.9975,0.9975,0,0,0
flat,1,support_set,0.005722898185390474,0.007296122834650337,0.007159528319495338,-0.27489998918310676,0.01872152076528805,0.38446507083536885,0.1036036036036036,0.08344395645355036,0.9581632653061225,1.0,1.0,23,0,1
flat,1,compute_metered,0.038865612416185066,0.014455337400003283,0.014201852174040963,0.6280687090374124,0.01753575298507125,0.407914020517831,0.36036036036036034,0.1371295256054191,0.9894593958476788,1.0,1.0,80,0,1
flat,1,monopoly_per_asset,1.0,0.6134585101071037,0.6766729653750706,0.3865414898928963,-0.10304601570680023,0.44894968246213973,0.36936936936936937,0.19911722531470735,0.9149952834725463,0.4925,0.6425,82,0,1
flat,1,monotone_constrained,0.5700224046228445,0.4730800790898021,0.4730800790898021,0.17006757058467614,0.0,0.0,0.0,0.0,0.0,0.26125,0.26125,0,0,0
flat,2,uniform,0.6800646679028172,0.6591396011981151,0.6591396011981151,0.03076923076923077,0.0,0.0,0.0,0.0,0.0,0.7875,0.7875,0,0,0
