family,seed,mechanism,revenue_train,revenue_naive,revenue_strategic,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,generalization_gap,leakage,served_naive,served_strategic,surplus_strategic,mono_violation_rate,mono_max_excess,sep_violation_rate,sep_mean_gain,sep_max_gain,plans_checked,plans_failed,multi_source_plans
answer_cells,0,uniform,3780.0,300.0,300.0,0.5205071539422781,0.04131009158272048,0.04131009158272048,0.9206349206349207,0.0,0.00625,0.00625,171.03684772279308,0.0,0.0,0.0,0.0,0.0,0,0,11
answer_cells,0,size_proportional,4354.883720930233,1192.093023255814,1192.093023255814,0.5996688178124215,0.16415157321939938,0.16415157321939938,0.7262629499092171,0.0,0.98375,0.98375,4425.446425123363,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
answer_cells,0,support_set,4379.46642804832,1227.503420557337,1227.503420557337,0.6030538640870862,0.16902759573775417,0.16902759573775417,0.7197139330271415,0.0,0.905,0.905,4249.801265938515,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
answer_cells,0,compute_metered,4042.3333691987973,1016.5824933961084,1016.5824933961084,0.5566305389649645,0.13998371967861192,0.13998371967861192,0.7485159187656019,0.0,0.0625,0.0625,561.9646253832768,0.14145383104125736,1.1046650987095383,0.07,0.00687821139272026,0.42859206472841976,14,0,12
answer_cells,0,monopoly_per_asset,7262.148024999451,1942.7580251790453,1990.3404461498806,1.0,0.2675183731440385,0.27407048703748105,0.7324816268559615,-0.024492201475502896,0.46375,0.47,1561.240511255533,0.12180746561886051,5.11245186776327,0.09,0.03171971762151302,0.6985955999662818,18,0,21
answer_cells,0,monotone_constrained,5739.620084380113,2084.3748497002844,2145.124955442806,0.7903474377858811,0.2870190531127933,0.2953843612190717,0.636844456765922,-0.029145480119018376,0.45625,0.45875,1348.3841740979879,0.0,0.0,0.01,0.00359769184128643,0.49562068399899184,2,0,22
answer_cells,1,uniform,1972.5521608040208,1742.1811055276387,1742.1811055276387,0.4689160164882755,0.4141521021538784,0.4141521021538784,0.11678832116788329,0.0,0.45375,0.45375,3223.073703219695,0.0,0.0,0.0,0.0,0.0,0,0,11
answer_cells,1,size_proportional,1679.0697674418607,1541.3953488372094,1541.3953488372094,0.39914924553062675,0.3664212187502762,0.3664212187502762,0.08199445983379505,0.0,0.95,0.95,4372.556713507942,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
answer_cells,1,support_set,1772.218675718167,1476.209337609134,1476.209337609134,0.42129264730072424,0.350925169863351,0.350925169863351,0.1670275469753073,0.0,0.895,0.895,4275.43984941317,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
answer_cells,1,compute_metered,2018.277640130007,1721.9971103850237,1724.125859936296,0.47978589868638116,0.4093539534472627,0.409860000780012,0.14679869798582246,-0.001236209711638977,0.61,0.61375,3594.539582065798,0.14145383104125736,1.1046650987095383,0.07,0.006878211392720261,0.4285920647284197,14,0,12
answer_cells,1,monopoly_per_asset,4206.621423547262,1579.0866949165343,2070.7860667252735,1.0,0.37538122305880306,0.4922682262619842,0.6246187769411969,-0.3113821257513217,0.385,0.41375,1927.4363745551955,0.11394891944990176,5.062346484195748,0.09,0.03227606815703861,0.7328021731903372,18,0,20
answer_cells,1,monotone_constrained,4020.783072871948,1687.105591292701,1901.490047038084,0.9558224209017117,0.4010595253114168,0.45202309777489785,0.5804037271556552,-0.1270723402564959,0.345,0.3575,1371.905940416067,0.0,0.0,0.025,0.006710289188475298,0.5166504610480329,5,0,24
answer_cells,2,uniform,4092.20143884892,448.46043165467626,448.46043165467626,0.5189911043810695,0.056875737466418594,0.056875737466418594,0.8904109589041096,0.0,0.01,0.01,665.731118973751,0.0,0.0,0.0,0.0,0.0,0,0,11
answer_cells,2,size_proportional,4643.242139311806,1095.544542970275,1095.544542970275,0.5888765257039736,0.13894180937845774,0.13894180937845774,0.7640561249875609,0.0,0.96625,0.96625,3899.1538210732806,0.0,0.0,0.0,0.0,0.0,0,0,22
answer_cells,2,support_set,5170.91527965587,1248.428613205826,1248.428613205826,0.6557983695945386,0.1583312440481597,0.1583312440481597,0.7585671886527388,0.0,0.8675,0.8675,3625.996989128912,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
answer_cells,2,compute_metered,4175.289396395683,793.7281772108632,793.7281772108632,0.5295286870226737,0.10066412160416806,0.10066412160416806,0.809898643697357,0.0,0.0575,0.0575,1070.7692340261635,0.14145383104125736,1.1046650987095383,0.07,0.0068782113927202595,0.42859206472841976,14,0,12
answer_cells,2,monopoly_per_asset,7884.916339229234,1644.1776214593033,1395.343252679962,1.0,0.20852188542307665,0.17696360907950479,0.7914781145769234,0.15134275368526565,0.35625,0.3625,1956.9262278230644,0.14734774066797643,10.0905233160835,0.11,0.04233207614368067,0.8896312668995177,22,0,21
answer_cells,2,monotone_constrained,7389.148391077488,1603.554857672896,1646.7481835984343,0.9371245138410425,0.20336992666553094,0.20884789549452684,0.7829851597500446,-0.026935982712946272,0.34375,0.345,1526.050175773366,0.0,0.0,0.02,0.003930706269949838,0.5019241222779968,4,0,23
answer_cells,3,uniform,2651.3093525179847,1837.6316546762584,1837.6316546762584,0.6120078214037933,0.42418473138676704,0.42418473138676704,0.3068965517241379,0.0,0.25125,0.25125,4550.22776199123,0.0,0.0,0.0,0.0,0.0,0,0,11
answer_cells,3,size_proportional,1597.6744186046512,2857.2093023255816,2857.209302325581,0.3687948519904646,0.6595361792656256,0.6595361792656255,-0.7883551673944686,1.591578714644144e-16,0.9,0.9,4274.003910591659,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
answer_cells,3,support_set,1457.8505452645838,2303.9679664867863,2303.9679664867863,0.3365189864744981,0.5318302122740093,0.5318302122740093,-0.580386942934978,0.0,0.9725,0.9725,6036.883128249296,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
answer_cells,3,compute_metered,2808.4082240009343,1938.260677702584,1946.019510721743,0.6482713143794294,0.44741315967026585,0.4492041488991092,0.30983656110318414,-0.004002987373378272,0.5725,0.57375,5752.713466469011,0.14145383104125736,1.1046650987095383,0.07,0.00687821139272026,0.42859206472841976,14,0,12
answer_cells,3,monopoly_per_asset,4332.149459195705,1874.8127788128095,1994.125962377846,1.0,0.43276733558515823,0.4603086715175496,0.5672326644148418,-0.06364005244331083,0.4625,0.47125,4865.650672747723,0.18467583497053044,20.659028115346295,0.08,0.035070500055785006,0.9538298766373797,16,0,22
answer_cells,3,monotone_constrained,3878.089648011622,2663.7288781315174,2785.4963844072304,0.8951883319214055,0.6148746489983884,0.6429825218736516,0.3131337540128122,-0.04571317571971787,0.43125,0.435,3002.352287680828,0.0,0.0,0.005,0.0031580121602916554,0.6316024320583311,1,0,22
answer_cells,4,uniform,2571.9424460431665,596.6906474820145,596.6906474820145,0.5197176954072982,0.12057450533449314,0.12057450533449314,0.768,0.0,0.03625,0.03625,798.5402476678576,0.0,0.0,0.0,0.0,0.0,0,0,11
answer_cells,4,size_proportional,2783.133121409849,930.0375885338242,930.0375885338242,0.5623934291749584,0.18793460673997042,0.18793460673997042,0.6658307210031348,0.0,0.985,0.985,4044.662480988947,0.0,0.0,0.0,6.059651366278774e-19,1.2119302732557548e-16,0,0,22
answer_cells,4,support_set,2094.5945845966194,1226.6175299501851,1226.6175299501851,0.4232590320961216,0.24786512497301944,0.24786512497301944,0.41438904742207705,0.0,0.80875,0.80875,3230.5247887842156,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
answer_cells,4,compute_metered,2427.107204371038,864.0858487040089,864.0858487040089,0.49045054048654824,0.1746076031418977,0.1746076031418977,0.643985297745458,0.0,0.08,0.08,890.5667038302602,0.14145383104125736,1.1046650987095383,0.07,0.006878211392720261,0.4285920647284197,14,0,12
answer_cells,4,monopoly_per_asset,4948.729798448671,1517.0722007466602,1622.2848836370445,1.0,0.3065578971844921,0.32781844022795475,0.6934421028155079,-0.069352455894058,0.405,0.4225,2046.2808913875263,0.22986247544204322,20.92453328717941,0.065,0.03543197796233701,0.9543889948806911,13,0,21
answer_cells,4,monotone_constrained,4702.302830666838,1724.5776536471535,1769.4268124351197,0.9502039962135167,0.3484889504752865,0.357551712156481,0.6332482794600046,-0.026005879580498305,0.3675,0.36875,1270.7464926700554,0.0,0.0,0.005,0.0025337826079434634,0.5067565215886927,1,0,24
support_rows,0,uniform,11798.425899280577,564.5179856115108,564.5179856115108,0.7187269796261416,0.03438885069981538,0.03438885069981538,0.9521531100478469,0.0,0.0125,0.0125,576.2132958308192,0.0,0.0,0.0,0.0,0.0,0,0,11
support_rows,0,size_proportional,4380.465116279071,1170.6976744186047,1170.6976744186047,0.2668456359566496,0.0713156153857387,0.0713156153857387,0.732745805903589,0.0,0.9725,0.9725,6343.8904989807215,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
support_rows,0,support_set,12250.227359374116,1486.2745743425805,1486.2745743425805,0.7462494560628932,0.09053967409139795,0.09053967409139795,0.8786737151286214,0.0,0.9925,0.9925,6019.69946960993,0.0,0.0,0.0,0.0,0.0,0,0,11
support_rows,0,compute_metered,7502.142289016227,1551.3546758224752,1615.4895427846977,0.45700944466150895,0.09450417114970973,0.09841108717511728,0.7932117765756336,-0.041341201958359663,0.12875,0.1325,1489.0379011018688,0.14145383104125736,1.1046650987095383,0.07,0.00687821139272026,0.42859206472841976,14,0,12
support_rows,0,monopoly_per_asset,16415.72701976171,2186.9117720794106,2362.654909993563,1.0,0.13322052501523357,0.14392630354716138,0.8667794749847664,-0.0803613296877761,0.3475,0.36625,2333.025459155866,0.14538310412573674,5.946964686934025,0.17,0.06723930376442704,0.8560522407893021,34,0,17
support_rows,0,monotone_constrained,12031.805557828517,2069.400580560291,2190.914839598809,0.7329438131704001,0.1260620731612489,0.13346438064919847,0.8280058158674422,-0.058719544287369446,0.3325,0.34,1849.9801114392899,0.0,0.0,0.065,0.020191240454558876,0.7019844955026392,13,0,25
support_rows,1,uniform,2680.7482014388484,2533.9453237410066,2533.9453237410066,0.45703086923210706,0.43200298829796785,0.43200298829796785,0.05476190476190479,0.0,0.49625,0.49625,5997.938592684687,0.0,0.0,0.0,0.0,0.0,0,0,11
support_rows,1,size_proportional,1664.6511627906978,1488.372093023256,1488.372093023256,0.2838002343861034,0.2537470662295421,0.2537470662295421,0.1058955015367421,0.0,0.93125,0.93125,8167.0808851891425,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
support_rows,1,support_set,2610.701023042834,2433.710983525836,2433.710983525836,0.4450887842528449,0.41491440548707265,0.41491440548707265,0.06779406678697808,0.0,0.99375,0.99375,7328.090848443797,0.0,0.0,0.0,1.1748782663702705e-18,1.1752263195195615e-16,0,0,11
support_rows,1,compute_metered,2792.2532063538238,2746.1764716536463,2750.59958166408,0.4760409460803053,0.46818549359875683,0.4689395733037036,0.016501631942020478,-0.0016106430362685371,0.6475,0.65,6213.202139290379,0.14145383104125736,1.1046650987095383,0.07,0.00687821139272026,0.4285920647284197,14,0,12
support_rows,1,monopoly_per_asset,5865.573601063274,3131.365445659229,3539.272277988629,1.0,0.5338549404770225,0.6033974711948125,0.46614505952297747,-0.13026484433327637,0.4625,0.5125,4102.720444856855,0.137524557956778,7.236146004868418,0.165,0.07221369788485417,0.8785839882623625,33,0,19
support_rows,1,monotone_constrained,4525.966910331149,2681.35272453293,2832.2128401277987,0.7716153982810326,0.4571339321438012,0.4828535165962956,0.4075624551270206,-0.05626268943081601,0.3825,0.38875,2443.951754351623,0.0,0.0,0.04,0.012217102124940569,0.7192752276535178,8,0,24
support_rows,2,uniform,5460.0,840.0,840.0,0.5128510005018099,0.07890015392335537,0.07890015392335537,0.8461538461538461,0.0,0.0175,0.0175,1074.4350346471351,0.0,0.0,0.0,0.0,0.0,0,0,11
support_rows,2,size_proportional,4775.3488372093025,1026.9767441860467,1026.9767441860467,0.44854256939705955,0.09646264665712552,0.09646264665712552,0.7849420473361254,0.0,0.96125,0.96125,6707.749143165036,0.0,0.0,0.0,1.818651049862161e-18,1.818651049862161e-16,0,0,22
