family,seed,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,generalization_gap,leakage,mono_violation_rate,sep_violation_rate,sep_mean_gain,sep_max_gain,served_naive,served_strategic,plans_verified,plans_failed
rows_x_log_support,2,qirana_uniform_gain,0.03428582403643182,0.037638952418299704,0.03733851764052164,-0.09779926474291178,0.007982017523739539,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.9675,0.9675,2,0
rows_x_log_support,2,qirana_shannon,0.03467354803919332,0.03806499791675476,0.03776117604738214,-0.09781086936150585,0.007981659950095116,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.9675,0.9675,2,0
rows_x_log_support,2,querymarket_viewcover,0.08261147868645281,0.01773481340976574,0.01773481340976574,0.785322648961687,0.0,0.05862237420615535,0.0,0.0,0.0,0.7625,0.7625,0,0
rows_x_log_support,2,monopoly_per_asset,1.0,0.40624093890341234,0.41311946746518013,0.5937590610965877,-0.016932140272064675,0.2164142647777235,0.33783783783783783,0.1819430461814687,0.9715375746939982,0.4275,0.60125,75,0
rows_x_log_support,2,monotone_constrained,0.9620093795723812,0.3983007162794823,0.3983007162794823,0.5859700282168462,0.0,0.0,0.0,0.0,0.0,0.33875,0.33875,0,0
rows_x_log_support,3,uniform,0.42229057244266927,0.5679080112160035,0.5679080112160035,-0.3448275862068966,0.0,0.0,0.0,0.0,0.0,0.04875,0.04875,0,0
rows_x_log_support,3,size_proportional,0.512357750022988,0.6527392366596636,0.6527392366596636,-0.2739911451136967,0.0,0.0,0.0,0.0,0.0,0.99,0.99,0,0
rows_x_log_support,3,compute_metered,0.23159593311991145,0.6377114701325124,0.6376329381830887,-1.7535521092347075,0.00012314652174479714,0.46995603321934537,0.32432432432432434,0.1531774300705188,0.9873218090283621,0.7125,0.85875,72,0
rows_x_log_support,3,qirana_weighted_coverage,0.02910690970556785,0.035841742152036275,0.03546459153503405,-0.231382600028478,0.01052266419981494,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.92875,0.92875,2,0
rows_x_log_support,3,qirana_uniform_gain,0.02910690970556785,0.035841742152036275,0.03546459153503405,-0.23138260002847777,0.01052266419981494,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.92875,0.92875,2,0
rows_x_log_support,3,qirana_shannon,0.02943634162858773,0.03624713685484095,0.035865732151963044,-0.2313736982736596,0.01052234013421037,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.92875,0.92875,2,0
rows_x_log_support,3,querymarket_viewcover,0.0693459544167337,0.02646391535711464,0.02646391535711464,0.6183783815551798,0.0,0.05862237420615535,0.0,0.0,0.0,0.79,0.79,0,0
rows_x_log_support,3,monopoly_per_asset,1.0,0.3122848145262244,0.311278399017547,0.6877151854737755,0.0032227487916896575,0.2066438690766976,0.3333333333333333,0.2082203768328137,0.9565090519607568,0.41,0.625,74,0
rows_x_log_support,3,monotone_constrained,0.9370503925145497,0.27940758782018216,0.27940758782018216,0.7018222391749932,0.0,0.0,0.0,0.0,0.0,0.32875,0.32875,0,0
rows_x_log_support,4,uniform,0.6340975902254268,0.3233897710149677,0.3233897710149677,0.49,0.0,0.0,0.0,0.0,0.0,0.06375,0.06375,0,0
rows_x_log_support,4,size_proportional,0.6156126847827915,0.34598514378446465,0.34598514378446465,0.43798243223896594,0.0,0.0,0.0,0.0,0.0,0.9725,0.9725,0,0
rows_x_log_support,4,compute_metered,0.3162399630640576,0.2794857236255248,0.2749001291669338,0.11622262753391432,0.016407258299658688,0.46995603321934537,0.32432432432432434,0.1531774300705188,0.9873218090283621,0.78125,0.83625,72,0
rows_x_log_support,4,qirana_weighted_coverage,0.015013069929400262,0.02381126664625475,0.02365321520822742,-0.5860358180058083,0.006637674525063002,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.9675,0.9675,2,0
rows_x_log_support,4,qirana_uniform_gain,0.015013069929400262,0.02381126664625475,0.02365321520822742,-0.5860358180058083,0.006637674525063002,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.9675,0.9675,2,0
rows_x_log_support,4,qirana_shannon,0.015182903226288588,0.024080193440540527,0.02392036013590905,-0.5860071740987347,0.0066375423862828,0.014655593551538837,0.009009009009009009,0.009009009009009009,1.0,0.9675,0.9675,2,0
rows_x_log_support,4,querymarket_viewcover,0.027585127663333348,0.05204476525637923,0.05204476525637923,-0.8866965522714647,0.0,0.05862237420615535,0.0,0.0,0.0,0.63875,0.63875,0,0
rows_x_log_support,4,monopoly_per_asset,1.0,0.2879365777670679,0.277752907103428,0.7120634222329321,0.03536775613092872,0.22227650219833903,0.35585585585585583,0.23176522694895174,0.961583148611705,0.41875,0.75375,79,0
