n_assets,n_spine,n_candidates,n_verified,n_rejected,precision,pairs_per_asset,t_eval_s,t_candidate_s,t_verify_s,ms_per_asset,ms_per_pair
100,100,246,246,0,1.0,2.46,14.249142200000279,0.003951700000470737,2.555263299998842,142.49142200000279,10.387249186987162
200,200,509,509,0,1.0,2.545,20.596252999999706,0.009640000000217697,4.346380799999679,102.98126499999853,8.539058546168327
400,318,1311,1311,0,1.0,3.2775,39.70837060000122,0.03356990000065707,8.644684400000187,99.27092650000304,6.593962166285421
800,318,3267,3267,0,1.0,4.08375,73.3132127000008,0.18051850000119884,22.08580940000138,91.641515875001,6.7602722375272055
