market,assets,pairs,falsified,zero_priced,family,seed,mechanism,revenue_norm,welfare_norm,served,mono_violation_rate,status
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,1.0,chawla_ubp,0.6876474034610274,1.1556333498374847,0.4825,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,1.0,chawla_lpip,0.0,1.6467088713095692,0.9975,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,uniform,0.7212526320952954,1.3950288176492986,0.6375,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,qirana_weighted_coverage,0.019933415355803532,1.6575975321515293,1.0,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,querymarket_viewcover,0.43913423620000847,1.6461622896276715,0.9675,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,monopoly_per_asset,0.6559642575150743,1.1344780938861816,0.48,0.3333333333333333,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,chawla_ubp,0.7207682368411005,1.3807764522084773,0.625,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,support_rows,2.0,chawla_lpip,0.024522353874674992,1.6575975321515293,1.0,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,uniform,0.7882169645064863,1.553484222020908,0.68,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,qirana_weighted_coverage,0.029278133301828504,1.7942394647764932,0.9975,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,querymarket_viewcover,0.48590135494310505,1.7873077721878632,0.98,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,monopoly_per_asset,0.5468133044987414,0.9426220849546245,0.395,0.6666666666666666,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,chawla_ubp,0.7898541557669125,1.553484222020908,0.68,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,0.0,chawla_lpip,0.03685366823612435,1.7942394647764932,0.9975,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,uniform,0.6819163060297153,1.1376047367163153,0.47,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,qirana_weighted_coverage,0.0,1.6467088713095692,0.9975,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,querymarket_viewcover,0.4291045084311362,1.640738199447241,0.9825,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,monopoly_per_asset,0.6370944784208135,1.0447793924258255,0.44,0.3333333333333333,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,chawla_ubp,0.6876474034610274,1.1556333498374847,0.4825,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,1.0,chawla_lpip,0.0,1.6467088713095692,0.9975,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,uniform,0.7212526320952954,1.3950288176492986,0.6375,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,qirana_weighted_coverage,0.019933415355803532,1.6575975321515293,1.0,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,querymarket_viewcover,0.43913423620000847,1.6461622896276715,0.9675,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,monopoly_per_asset,0.6559642575150743,1.1344780938861816,0.48,0.3333333333333333,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,chawla_ubp,0.7207682368411005,1.3807764522084773,0.625,0.0,ok
"('t', ('412', 'interact-2015_june_9_bactdetection28.prot.xls'))",64,3.0,0.0,63.0,answer_cells,2.0,chawla_lpip,0.024522353874674992,1.6575975321515293,1.0,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,uniform,0.4960631462338094,1.0062722614499504,0.2225,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,qirana_weighted_coverage,0.27335534094029,1.3458697140563733,0.885,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,querymarket_viewcover,0.32817547012626613,1.273635708810692,0.535,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,monopoly_per_asset,0.5190836444965796,0.9307288469397825,0.365,0.3023255813953488,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,chawla_ubp,0.4864583482132609,0.9951095137228334,0.2175,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,0.0,chawla_lpip,0.43232298827194654,1.1363539055999121,0.765,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,uniform,0.6693088319468893,1.490992761682239,0.34,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,qirana_weighted_coverage,0.25328864339710205,2.043159290863927,0.9675,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,querymarket_viewcover,0.33580098499723676,1.7466569465205428,0.58,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,monopoly_per_asset,0.4795837298639188,1.3339617699095057,0.505,0.3178294573643411,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,chawla_ubp,0.6693122019971264,1.4909927616822394,0.34,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,1.0,chawla_lpip,0.4289657219325243,1.944106276013657,0.92,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,uniform,0.6563222076063673,1.996433223597657,0.5275,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,qirana_weighted_coverage,0.4463007367781588,2.12484345727808,0.91,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,querymarket_viewcover,0.2906787890427849,2.065484938487548,0.6375,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,monopoly_per_asset,0.6575294605329568,1.7096310902186562,0.5175,0.40310077519379844,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,chawla_ubp,0.6705264262165781,1.947802909164377,0.49,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,support_rows,2.0,chawla_lpip,0.615634918392175,1.8818433895812232,0.79,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,uniform,0.4960631462338094,1.0062722614499504,0.2225,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,qirana_weighted_coverage,0.27335534094029,1.3458697140563733,0.885,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,querymarket_viewcover,0.32817547012626613,1.273635708810692,0.535,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,monopoly_per_asset,0.5190836444965796,0.9307288469397825,0.365,0.3023255813953488,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,chawla_ubp,0.4864583482132609,0.9951095137228334,0.2175,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,0.0,chawla_lpip,0.43232298827194654,1.1363539055999121,0.765,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,uniform,0.6693088319468893,1.490992761682239,0.34,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,qirana_weighted_coverage,0.25328864339710205,2.043159290863927,0.9675,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,querymarket_viewcover,0.33580098499723676,1.7466569465205428,0.58,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,monopoly_per_asset,0.4795837298639188,1.3339617699095057,0.505,0.3178294573643411,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,chawla_ubp,0.6693122019971264,1.4909927616822394,0.34,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,1.0,chawla_lpip,0.4289657219325243,1.944106276013657,0.92,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,uniform,0.6563222076063673,1.996433223597657,0.5275,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,qirana_weighted_coverage,0.4463007367781588,2.12484345727808,0.91,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,querymarket_viewcover,0.2906787890427849,2.065484938487548,0.6375,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,monopoly_per_asset,0.6575294605329568,1.7096310902186562,0.5175,0.40310077519379844,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,chawla_ubp,0.6705264262165781,1.947802909164377,0.49,0.0,ok
"('t', ('826', 'table_pmureate.seastar_fornormalizing.txt'))",60,129.0,0.0,35.0,answer_cells,2.0,chawla_lpip,0.615634918392175,1.8818433895812232,0.79,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,uniform,0.5037075353683635,0.9331866689195273,0.255,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,qirana_weighted_coverage,0.4508680289623412,1.385433183955768,0.7575,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,querymarket_viewcover,0.49427347307523756,1.448244893732772,0.8475,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,monopoly_per_asset,0.4997053704699574,0.8685213566083686,0.4025,0.38961038961038963,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,chawla_ubp,0.501527312975431,0.9282255099006428,0.2525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,0.0,chawla_lpip,0.4230051646262175,1.0113008973990465,0.4775,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,uniform,0.7211730321055627,1.5945695436069303,0.4525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,qirana_weighted_coverage,0.67536943669081,1.8160821761669832,0.78,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,querymarket_viewcover,0.5554345100491125,1.846239103452584,0.8125,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,monopoly_per_asset,0.7468429809601899,1.340501701219207,0.495,0.2597402597402597,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,chawla_ubp,0.7247297860542111,1.5945695436069298,0.4525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,1.0,chawla_lpip,0.6782369804628031,1.73944694001568,0.6425,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,uniform,0.4250015639162477,1.0463928065224193,0.33,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,qirana_weighted_coverage,0.40569080114740974,1.2980208660579784,0.775,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,querymarket_viewcover,0.37541640877507365,1.3407376532358775,0.8825,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,monopoly_per_asset,0.5235055925215334,0.94133268393119,0.515,0.18181818181818182,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,chawla_ubp,0.4255698857987078,1.036627163820356,0.3225,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,support_rows,2.0,chawla_lpip,0.4356378772512915,1.0492021360293593,0.485,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,uniform,0.5037075353683635,0.9331866689195273,0.255,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,qirana_weighted_coverage,0.4508680289623412,1.385433183955768,0.7575,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,querymarket_viewcover,0.49427347307523756,1.448244893732772,0.8475,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,monopoly_per_asset,0.4997053704699574,0.8685213566083686,0.4025,0.38961038961038963,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,chawla_ubp,0.501527312975431,0.9282255099006428,0.2525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,0.0,chawla_lpip,0.4230051646262175,1.0113008973990465,0.4775,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,uniform,0.7211730321055627,1.5945695436069303,0.4525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,qirana_weighted_coverage,0.67536943669081,1.8160821761669832,0.78,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,querymarket_viewcover,0.5554345100491125,1.846239103452584,0.8125,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,monopoly_per_asset,0.7468429809601899,1.340501701219207,0.495,0.2597402597402597,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,chawla_ubp,0.7247297860542111,1.5945695436069298,0.4525,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,1.0,chawla_lpip,0.6782369804628031,1.73944694001568,0.6425,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,uniform,0.4250015639162477,1.0463928065224193,0.33,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,qirana_weighted_coverage,0.40569080114740974,1.2980208660579784,0.775,0.11688311688311688,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,querymarket_viewcover,0.37541640877507365,1.3407376532358775,0.8825,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,monopoly_per_asset,0.5235055925215334,0.94133268393119,0.515,0.18181818181818182,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,chawla_ubp,0.4255698857987078,1.036627163820356,0.3225,0.0,ok
"('t', ('826', 'psemu1_genecatalog_proteins_20111011_kog.tab.txt'))",55,77.0,9.0,4.0,answer_cells,2.0,chawla_lpip,0.4356378772512915,1.0492021360293593,0.485,0.11688311688311688,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,uniform,0.44478401117835115,0.8690930157873238,0.115,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,qirana_weighted_coverage,0.26344171131157446,1.0787967418817974,0.205,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,querymarket_viewcover,0.2986659483949898,1.1563291066717483,0.685,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,monopoly_per_asset,0.3617741772193709,0.6610810218865236,0.4425,0.3018867924528302,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,chawla_ubp,0.34832706671995495,0.6092253607433544,0.0625,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,0.0,chawla_lpip,0.3392480174724113,0.8436397346079112,0.88,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,uniform,0.1706216676210915,0.30950448097850747,0.065,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,qirana_weighted_coverage,0.10650182618335759,0.4394617254052793,0.1575,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,querymarket_viewcover,0.12578715847601402,0.47959697517937794,0.5925,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,monopoly_per_asset,0.22140015673002145,0.3558023846901132,0.47,0.33962264150943394,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,chawla_ubp,0.1799997993003781,0.3024242260381259,0.0625,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,1.0,chawla_lpip,0.16663201142516912,0.4505932015759026,0.9425,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,uniform,0.38850706326041917,0.7355874473186793,0.075,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,qirana_weighted_coverage,0.2290273863140331,0.9153631231049187,0.14,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,querymarket_viewcover,0.25063203996814604,1.0636326853240758,0.9375,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,monopoly_per_asset,0.42335586399318925,0.828682017878396,0.525,0.37735849056603776,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,chawla_ubp,0.383204137532679,0.7091286575017406,0.07,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,support_rows,2.0,chawla_lpip,0.3856260298286009,0.9215346831309735,0.95,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,uniform,0.44478401117835115,0.8690930157873238,0.115,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,qirana_weighted_coverage,0.26344171131157446,1.0787967418817974,0.205,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,querymarket_viewcover,0.2986659483949898,1.1563291066717483,0.685,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,monopoly_per_asset,0.3617741772193709,0.6610810218865236,0.4425,0.3018867924528302,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,chawla_ubp,0.34832706671995495,0.6092253607433544,0.0625,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,0.0,chawla_lpip,0.3392480174724113,0.8436397346079112,0.88,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,uniform,0.1706216676210915,0.30950448097850747,0.065,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,qirana_weighted_coverage,0.10650182618335759,0.4394617254052793,0.1575,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,querymarket_viewcover,0.12578715847601402,0.47959697517937794,0.5925,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,monopoly_per_asset,0.22140015673002145,0.3558023846901132,0.47,0.33962264150943394,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,chawla_ubp,0.1799997993003781,0.3024242260381259,0.0625,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,1.0,chawla_lpip,0.16663201142516912,0.4505932015759026,0.9425,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,uniform,0.38850706326041917,0.7355874473186793,0.075,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,qirana_weighted_coverage,0.2290273863140331,0.9153631231049187,0.14,0.03773584905660377,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,querymarket_viewcover,0.25063203996814604,1.0636326853240758,0.9375,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,monopoly_per_asset,0.42335586399318925,0.828682017878396,0.525,0.37735849056603776,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,chawla_ubp,0.383204137532679,0.7091286575017406,0.07,0.0,ok
"('t', ('826', 'ox_psemu_nonull_nona_evalueless05_dupsremoved.txt'))",48,53.0,2.0,2.0,answer_cells,2.0,chawla_lpip,0.3856260298286009,0.9215346831309735,0.95,0.0,ok
"('t', ('1267', 'h2_w_1.csv'))",18,4.0,0.0,3.0,support_rows,0.0,uniform,0.5686236414769703,1.1750370530017826,0.3125,0.0,ok
"('t', ('1267', 'h2_w_1.csv'))",18,4.0,0.0,3.0,support_rows,0.0,qirana_weighted_coverage,0.08842873428128727,1.5398670485135948,0.8975,0.0,ok
"('t', ('1267', 'h2_w_1.csv'))",18,4.0,0.0,3.0,support_rows,0.0,querymarket_viewcover,0.41758792216482965,1.5257858581154442,0.87,0.0,ok
"('t', ('1267', 'h2_w_1.csv'))",18,4.0,0.0,3.0,support_rows,0.0,monopoly_per_asset,0.701333694395864,1.2820809981455843,0.6275,0.25,ok
"('t', ('1267', 'h2_w_1.csv'))",18,4.0,0.0,3.0,support_rows,0.0,chawla_ubp,0.5996725330463808,1.0992697229333224,0.275,0.0,ok
