family,seed,demand_mode,mechanism,revenue_train_norm,revenue_naive_norm,revenue_strategic_norm,surplus_naive_norm,welfare_naive_norm,surplus_strategic_norm,welfare_strategic_norm,generalization_gap,mono_violation_rate,comb_violation_rate,comb_mean_gain,comb_max_gain,served_naive,served_strategic,plans_verified,plans_failed
answer_cells,2,shift,chawla_uip,0.5452416760930003,0.6599480970835767,0.6599480970835767,2.163001805847802,2.82294990293138,2.163001805847802,2.82294990293138,-0.2103772070626002,0.0,0.0,0.0,0.0,0.48875,0.48875,0,0
answer_cells,2,shift,chawla_lpip,0.5366698505535691,0.6384818157711275,0.6384818157711275,2.198944785335745,2.837426601106872,2.2030934489085228,2.8415752646796504,-0.1897106109324762,0.0071047957371225,0.018018018018018,0.018018018018018,1.0,0.5225,0.54,4,0
answer_cells,2,shift,chawla_cip,0.5311572361160144,0.6571944943959411,0.6571944943959411,2.1469614048585237,2.8041558992544644,2.1469614048585237,2.8041558992544644,-0.2372880377222195,0.0142095914742451,0.036036036036036,0.0144783122965263,0.9080674236124106,0.4825,0.4825,8,0
answer_cells,2,shift,chawla_layering,0.0335439341364698,0.3018954072282286,0.3018954072282286,0.1655941246193232,0.4674895318475519,0.1671509607123973,0.469046367940626,-8.0,0.0053285968028419,0.018018018018018,0.018018018018018,1.0,0.03875,0.045,4,0
answer_cells,2,shift,chawla_xos,0.5260998511889049,0.6569903625025569,0.6569903625025569,2.145789964273708,2.802780326776265,2.145789964273708,2.802780326776265,-0.2487940473996706,0.0124333925399644,0.0315315315315315,0.0143307448447286,0.9346502423304178,0.48125,0.48125,7,0
answer_cells,3,stationary,uniform,0.6004631503889092,0.5599667983859362,0.5599667983859362,0.9390169346887258,1.498983733074662,0.9390169346887258,1.498983733074662,0.0674418604651162,0.0,0.0,0.0,0.0,0.50125,0.50125,0,0
answer_cells,3,stationary,size_proportional,0.6779377336484257,0.6682220654910438,0.6682220654910438,0.6224492800396181,1.290671345530662,0.6224492800396181,1.290671345530662,0.0143312101910827,0.0,0.0,0.0,0.0,0.65375,0.65375,0,0
answer_cells,3,stationary,compute_metered,0.6004631503889092,0.5599667983859362,0.5599667983859362,0.9390169346887258,1.498983733074662,0.9390169346887258,1.498983733074662,0.0674418604651162,0.0,0.0,0.0,0.0,0.50125,0.50125,0,0
answer_cells,3,stationary,qirana_weighted_coverage,0.6059968795930574,0.5693977126287549,0.5693977126287549,0.9599939479772402,1.5293916606059952,0.9599939479772402,1.5293916606059952,0.0603949759425821,0.0,0.0,0.0,0.0,0.53875,0.53875,0,0
answer_cells,3,stationary,qirana_shannon,0.4038910164874733,0.3535189682068212,0.3402239992008888,1.157414962047643,1.5109339302544644,1.1773325146526017,1.5175565138534903,0.1247169316087384,0.6305506216696269,0.036036036036036,0.0253170137785778,0.9349515051876164,0.61625,0.62125,8,0
answer_cells,3,stationary,querymarket_viewcover,0.6779377336484257,0.6682220654910438,0.6682220654910438,0.6224492800396181,1.290671345530662,0.6224492800396181,1.290671345530662,0.0143312101910827,0.0,0.0,0.0,0.0,0.65375,0.65375,0,0
answer_cells,3,stationary,monopoly_per_asset,1.0,0.6603730635612225,0.6115712684267114,0.7419239944472497,1.4022970580084722,0.8039829585261884,1.4155542269529,0.3396269364387775,0.1758436944937833,0.036036036036036,0.0140358771253103,0.9404530706941718,0.51875,0.525,8,0
answer_cells,3,stationary,monotone_constrained,0.9736121474250858,0.7764007565205475,0.7789169546159479,0.5897456349313591,1.3661463914519067,0.5921958642988583,1.371112818914806,0.2025564198496328,0.0,0.018018018018018,0.0018275276676756,0.1268862483240685,0.51,0.51125,4,0
